day,hour,minute,amps_avg,kw_avg,amps_min,amps_max,kw_min,kw_max,datetime
7,2,54,0.072333,16.636667,0.072333,0.072333,16.636667,16.636667,2013-12-07 02:54:00.000
7,2,55,0.058333,13.416667,0.058333,0.058333,13.416667,13.416667,2013-12-07 02:55:00.000
7,2,56,0.091,20.93,0.091,0.091,20.93,20.93,2013-12-07 02:56:00.000
7,2,57,0.133,30.59,0.133,0.133,30.59,30.59,2013-12-07 02:57:00.000
7,2,58,0.155167,35.688333,0.155167,0.155167,35.688333,35.688333,2013-12-07 02:58:00.000
7,2,59,0.161,37.03,0.161,0.161,37.03,37.03,2013-12-07 02:59:00.000
7,3,0,0.158667,36.493333,0.158667,0.158667,36.493333,36.493333,2013-12-07 03:00:00.000
7,3,1,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 03:01:00.000
7,3,2,0.141167,32.468333,0.141167,0.141167,32.468333,32.468333,2013-12-07 03:02:00.000
7,3,3,0.138833,31.931667,0.138833,0.138833,31.931667,31.931667,2013-12-07 03:03:00.000
7,3,4,0.126,28.98,0.126,0.126,28.98,28.98,2013-12-07 03:04:00.000
7,3,5,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 03:05:00.000
7,3,6,0.142333,32.736667,0.142333,0.142333,32.736667,32.736667,2013-12-07 03:06:00.000
7,3,7,0.130667,30.053333,0.130667,0.130667,30.053333,30.053333,2013-12-07 03:07:00.000
7,3,8,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 03:08:00.000
7,3,9,0.071167,16.368333,0.071167,0.071167,16.368333,16.368333,2013-12-07 03:09:00.000
7,3,10,0.079333,18.246667,0.079333,0.079333,18.246667,18.246667,2013-12-07 03:10:00.000
7,3,11,0.096833,22.271667,0.096833,0.096833,22.271667,22.271667,2013-12-07 03:11:00.000
7,3,12,0.096833,22.271667,0.096833,0.096833,22.271667,22.271667,2013-12-07 03:12:00.000
7,3,13,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 03:13:00.000
7,3,14,0.173833,39.981667,0.173833,0.173833,39.981667,39.981667,2013-12-07 03:14:00.000
7,3,15,0.145833,33.541667,0.145833,0.145833,33.541667,33.541667,2013-12-07 03:15:00.000
7,3,16,0.177333,40.786667,0.177333,0.177333,40.786667,40.786667,2013-12-07 03:16:00.000
7,3,17,0.179667,41.323333,0.179667,0.179667,41.323333,41.323333,2013-12-07 03:17:00.000
7,3,18,0.1505,34.615,0.1505,0.1505,34.615,34.615,2013-12-07 03:18:00.000
7,3,19,0.112,25.76,0.112,0.112,25.76,25.76,2013-12-07 03:19:00.000
7,3,20,0.093333,21.466667,0.093333,0.093333,21.466667,21.466667,2013-12-07 03:20:00.000
7,3,21,0.082833,19.051667,0.082833,0.082833,19.051667,19.051667,2013-12-07 03:21:00.000
7,3,22,0.103833,23.881667,0.103833,0.103833,23.881667,23.881667,2013-12-07 03:22:00.000
7,3,23,0.128333,29.516667,0.128333,0.128333,29.516667,29.516667,2013-12-07 03:23:00.000
7,3,24,0.1435,33.005,0.1435,0.1435,33.005,33.005,2013-12-07 03:24:00.000
7,3,25,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 03:25:00.000
7,3,26,0.1225,28.175,0.1225,0.1225,28.175,28.175,2013-12-07 03:26:00.000
7,3,27,0.1085,24.955,0.1085,0.1085,24.955,24.955,2013-12-07 03:27:00.000
7,3,28,0.086333,19.856667,0.086333,0.086333,19.856667,19.856667,2013-12-07 03:28:00.000
7,3,29,0.1085,24.955,0.1085,0.1085,24.955,24.955,2013-12-07 03:29:00.000
7,3,30,0.161,37.03,0.161,0.161,37.03,37.03,2013-12-07 03:30:00.000
7,3,31,0.1715,39.445,0.1715,0.1715,39.445,39.445,2013-12-07 03:31:00.000
7,3,32,0.219333,50.446667,0.219333,0.219333,50.446667,50.446667,2013-12-07 03:32:00.000
7,3,33,0.232167,53.398333,0.232167,0.232167,53.398333,53.398333,2013-12-07 03:33:00.000
7,3,34,0.172667,39.713333,0.172667,0.172667,39.713333,39.713333,2013-12-07 03:34:00.000
7,3,35,0.116667,26.833333,0.116667,0.116667,26.833333,26.833333,2013-12-07 03:35:00.000
7,3,36,0.116667,26.833333,0.116667,0.116667,26.833333,26.833333,2013-12-07 03:36:00.000
7,3,37,0.114333,26.296667,0.114333,0.114333,26.296667,26.296667,2013-12-07 03:37:00.000
7,3,38,0.123667,28.443333,0.123667,0.123667,28.443333,28.443333,2013-12-07 03:38:00.000
7,3,39,0.135333,31.126667,0.135333,0.135333,31.126667,31.126667,2013-12-07 03:39:00.000
7,3,40,0.130667,30.053333,0.130667,0.130667,30.053333,30.053333,2013-12-07 03:40:00.000
7,3,41,0.141167,32.468333,0.141167,0.141167,32.468333,32.468333,2013-12-07 03:41:00.000
7,3,42,0.128333,29.516667,0.128333,0.128333,29.516667,29.516667,2013-12-07 03:42:00.000
7,3,43,0.1155,26.565,0.1155,0.1155,26.565,26.565,2013-12-07 03:43:00.000
7,3,44,0.1225,28.175,0.1225,0.1225,28.175,28.175,2013-12-07 03:44:00.000
7,3,45,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 03:45:00.000
7,3,46,0.130667,30.053333,0.130667,0.130667,30.053333,30.053333,2013-12-07 03:46:00.000
7,3,47,0.176167,40.518333,0.176167,0.176167,40.518333,40.518333,2013-12-07 03:47:00.000
7,3,48,0.163333,37.566667,0.163333,0.163333,37.566667,37.566667,2013-12-07 03:48:00.000
7,3,49,0.1505,34.615,0.1505,0.1505,34.615,34.615,2013-12-07 03:49:00.000
7,3,50,0.154,35.42,0.154,0.154,35.42,35.42,2013-12-07 03:50:00.000
7,3,51,0.119,27.37,0.119,0.119,27.37,27.37,2013-12-07 03:51:00.000
7,3,52,0.119,27.37,0.119,0.119,27.37,27.37,2013-12-07 03:52:00.000
7,3,53,0.119,27.37,0.119,0.119,27.37,27.37,2013-12-07 03:53:00.000
7,3,54,0.1015,23.345,0.1015,0.1015,23.345,23.345,2013-12-07 03:54:00.000
7,3,55,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 03:55:00.000
7,3,56,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 03:56:00.000
7,3,57,0.137667,31.663333,0.137667,0.137667,31.663333,31.663333,2013-12-07 03:57:00.000
7,3,58,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 03:58:00.000
7,3,59,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 03:59:00.000
7,4,0,0.096833,22.271667,0.096833,0.096833,22.271667,22.271667,2013-12-07 04:00:00.000
7,4,1,0.103833,23.881667,0.103833,0.103833,23.881667,23.881667,2013-12-07 04:01:00.000
7,4,2,0.141167,32.468333,0.141167,0.141167,32.468333,32.468333,2013-12-07 04:02:00.000
7,4,3,0.147,33.81,0.147,0.147,33.81,33.81,2013-12-07 04:03:00.000
7,4,4,0.1715,39.445,0.1715,0.1715,39.445,39.445,2013-12-07 04:04:00.000
7,4,5,0.135333,31.126667,0.135333,0.135333,31.126667,31.126667,2013-12-07 04:05:00.000
7,4,6,0.137667,31.663333,0.137667,0.137667,31.663333,31.663333,2013-12-07 04:06:00.000
7,4,7,0.1085,24.955,0.1085,0.1085,24.955,24.955,2013-12-07 04:07:00.000
7,4,8,0.099167,22.808333,0.099167,0.099167,22.808333,22.808333,2013-12-07 04:08:00.000
7,4,9,0.1155,26.565,0.1155,0.1155,26.565,26.565,2013-12-07 04:09:00.000
7,4,10,0.124833,28.711667,0.124833,0.124833,28.711667,28.711667,2013-12-07 04:10:00.000
7,4,11,0.117833,27.101667,0.117833,0.117833,27.101667,27.101667,2013-12-07 04:11:00.000
7,4,12,0.1575,36.225,0.1575,0.1575,36.225,36.225,2013-12-07 04:12:00.000
7,4,13,0.138833,31.931667,0.138833,0.138833,31.931667,31.931667,2013-12-07 04:13:00.000
7,4,14,0.117833,27.101667,0.117833,0.117833,27.101667,27.101667,2013-12-07 04:14:00.000
7,4,15,0.098,22.54,0.098,0.098,22.54,22.54,2013-12-07 04:15:00.000
7,4,16,0.0945,21.735,0.0945,0.0945,21.735,21.735,2013-12-07 04:16:00.000
7,4,17,0.1085,24.955,0.1085,0.1085,24.955,24.955,2013-12-07 04:17:00.000
7,4,18,0.131833,30.321667,0.131833,0.131833,30.321667,30.321667,2013-12-07 04:18:00.000
7,4,19,0.126,28.98,0.126,0.126,28.98,28.98,2013-12-07 04:19:00.000
7,4,20,0.126,28.98,0.126,0.126,28.98,28.98,2013-12-07 04:20:00.000
7,4,21,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 04:21:00.000
7,4,22,0.131833,30.321667,0.131833,0.131833,30.321667,30.321667,2013-12-07 04:22:00.000
7,4,23,0.156333,35.956667,0.156333,0.156333,35.956667,35.956667,2013-12-07 04:23:00.000
7,4,24,0.130667,30.053333,0.130667,0.130667,30.053333,30.053333,2013-12-07 04:24:00.000
7,4,25,0.117833,27.101667,0.117833,0.117833,27.101667,27.101667,2013-12-07 04:25:00.000
7,4,26,0.116667,26.833333,0.116667,0.116667,26.833333,26.833333,2013-12-07 04:26:00.000
7,4,27,0.093333,21.466667,0.093333,0.093333,21.466667,21.466667,2013-12-07 04:27:00.000
7,4,28,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 04:28:00.000
7,4,29,0.1505,34.615,0.1505,0.1505,34.615,34.615,2013-12-07 04:29:00.000
7,4,30,0.1575,36.225,0.1575,0.1575,36.225,36.225,2013-12-07 04:30:00.000
7,4,31,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 04:31:00.000
7,4,32,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 04:32:00.000
7,4,33,0.126,28.98,0.126,0.126,28.98,28.98,2013-12-07 04:33:00.000
7,4,34,0.119,27.37,0.119,0.119,27.37,27.37,2013-12-07 04:34:00.000
7,4,35,0.099167,22.808333,0.099167,0.099167,22.808333,22.808333,2013-12-07 04:35:00.000
7,4,36,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 04:36:00.000
7,4,37,0.166833,38.371667,0.166833,0.166833,38.371667,38.371667,2013-12-07 04:37:00.000
7,4,38,0.1575,36.225,0.1575,0.1575,36.225,36.225,2013-12-07 04:38:00.000
7,4,39,0.158667,36.493333,0.158667,0.158667,36.493333,36.493333,2013-12-07 04:39:00.000
7,4,40,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 04:40:00.000
7,4,41,0.102667,23.613333,0.102667,0.102667,23.613333,23.613333,2013-12-07 04:41:00.000
7,4,42,0.1155,26.565,0.1155,0.1155,26.565,26.565,2013-12-07 04:42:00.000
7,4,43,0.112,25.76,0.112,0.112,25.76,25.76,2013-12-07 04:43:00.000
7,4,44,0.1015,23.345,0.1015,0.1015,23.345,23.345,2013-12-07 04:44:00.000
7,4,45,0.152833,35.151667,0.152833,0.152833,35.151667,35.151667,2013-12-07 04:45:00.000
7,4,46,0.133,30.59,0.133,0.133,30.59,30.59,2013-12-07 04:46:00.000
7,4,47,0.159833,36.761667,0.159833,0.159833,36.761667,36.761667,2013-12-07 04:47:00.000
7,4,48,0.172667,39.713333,0.172667,0.172667,39.713333,39.713333,2013-12-07 04:48:00.000
7,4,49,0.138833,31.931667,0.138833,0.138833,31.931667,31.931667,2013-12-07 04:49:00.000
7,4,50,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 04:50:00.000
7,4,51,0.099167,22.808333,0.099167,0.099167,22.808333,22.808333,2013-12-07 04:51:00.000
7,4,52,0.0875,20.125,0.0875,0.0875,20.125,20.125,2013-12-07 04:52:00.000
7,4,53,0.105,24.15,0.105,0.105,24.15,24.15,2013-12-07 04:53:00.000
7,4,54,0.1365,31.395,0.1365,0.1365,31.395,31.395,2013-12-07 04:54:00.000
7,4,55,0.159833,36.761667,0.159833,0.159833,36.761667,36.761667,2013-12-07 04:55:00.000
7,4,56,0.175,40.25,0.175,0.175,40.25,40.25,2013-12-07 04:56:00.000
7,4,57,0.130667,30.053333,0.130667,0.130667,30.053333,30.053333,2013-12-07 04:57:00.000
7,4,58,0.105,24.15,0.105,0.105,24.15,24.15,2013-12-07 04:58:00.000
7,4,59,0.071167,16.368333,0.071167,0.071167,16.368333,16.368333,2013-12-07 04:59:00.000
7,5,0,0.063,14.49,0.063,0.063,14.49,14.49,2013-12-07 05:00:00.000
7,5,1,0.096833,22.271667,0.096833,0.096833,22.271667,22.271667,2013-12-07 05:01:00.000
7,5,2,0.149333,34.346667,0.149333,0.149333,34.346667,34.346667,2013-12-07 05:02:00.000
7,5,3,0.190167,43.738333,0.190167,0.190167,43.738333,43.738333,2013-12-07 05:03:00.000
7,5,4,0.1995,45.885,0.1995,0.1995,45.885,45.885,2013-12-07 05:04:00.000
7,5,5,0.141167,32.468333,0.141167,0.141167,32.468333,32.468333,2013-12-07 05:05:00.000
7,5,6,0.099167,22.808333,0.099167,0.099167,22.808333,22.808333,2013-12-07 05:06:00.000
7,5,7,0.0945,21.735,0.0945,0.0945,21.735,21.735,2013-12-07 05:07:00.000
7,5,8,0.093333,21.466667,0.093333,0.093333,21.466667,21.466667,2013-12-07 05:08:00.000
7,5,9,0.120167,27.638333,0.120167,0.120167,27.638333,27.638333,2013-12-07 05:09:00.000
7,5,10,0.147,33.81,0.147,0.147,33.81,33.81,2013-12-07 05:10:00.000
7,5,11,0.168,38.64,0.168,0.168,38.64,38.64,2013-12-07 05:11:00.000
7,5,12,0.173833,39.981667,0.173833,0.173833,39.981667,39.981667,2013-12-07 05:12:00.000
7,5,13,0.135333,31.126667,0.135333,0.135333,31.126667,31.126667,2013-12-07 05:13:00.000
7,5,14,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 05:14:00.000
7,5,15,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 05:15:00.000
7,5,16,0.1085,24.955,0.1085,0.1085,24.955,24.955,2013-12-07 05:16:00.000
7,5,17,0.126,28.98,0.126,0.126,28.98,28.98,2013-12-07 05:17:00.000
7,5,18,0.166833,38.371667,0.166833,0.166833,38.371667,38.371667,2013-12-07 05:18:00.000
7,5,19,0.166833,38.371667,0.166833,0.166833,38.371667,38.371667,2013-12-07 05:19:00.000
7,5,20,0.131833,30.321667,0.131833,0.131833,30.321667,30.321667,2013-12-07 05:20:00.000
7,5,21,0.14,32.2,0.14,0.14,32.2,32.2,2013-12-07 05:21:00.000
7,5,22,0.138833,31.931667,0.138833,0.138833,31.931667,31.931667,2013-12-07 05:22:00.000
7,5,23,0.123667,28.443333,0.123667,0.123667,28.443333,28.443333,2013-12-07 05:23:00.000
7,5,24,0.1225,28.175,0.1225,0.1225,28.175,28.175,2013-12-07 05:24:00.000
7,5,25,0.114333,26.296667,0.114333,0.114333,26.296667,26.296667,2013-12-07 05:25:00.000
7,5,26,0.105,24.15,0.105,0.105,24.15,24.15,2013-12-07 05:26:00.000
7,5,27,0.127167,29.248333,0.127167,0.127167,29.248333,29.248333,2013-12-07 05:27:00.000
7,5,28,0.133,30.59,0.133,0.133,30.59,30.59,2013-12-07 05:28:00.000
7,5,29,0.1435,33.005,0.1435,0.1435,33.005,33.005,2013-12-07 05:29:00.000
7,5,30,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 05:30:00.000
7,5,31,0.138833,31.931667,0.138833,0.138833,31.931667,31.931667,2013-12-07 05:31:00.000
7,5,32,0.131833,30.321667,0.131833,0.131833,30.321667,30.321667,2013-12-07 05:32:00.000
7,5,33,0.145833,33.541667,0.145833,0.145833,33.541667,33.541667,2013-12-07 05:33:00.000
7,5,34,0.176167,40.518333,0.176167,0.176167,40.518333,40.518333,2013-12-07 05:34:00.000
7,5,35,0.1575,36.225,0.1575,0.1575,36.225,36.225,2013-12-07 05:35:00.000
7,5,36,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 05:36:00.000
7,5,37,0.141167,32.468333,0.141167,0.141167,32.468333,32.468333,2013-12-07 05:37:00.000
7,5,38,0.095667,22.003333,0.095667,0.095667,22.003333,22.003333,2013-12-07 05:38:00.000
7,5,39,0.0805,18.515,0.0805,0.0805,18.515,18.515,2013-12-07 05:39:00.000
7,5,40,0.098,22.54,0.098,0.098,22.54,22.54,2013-12-07 05:40:00.000
7,5,41,0.117833,27.101667,0.117833,0.117833,27.101667,27.101667,2013-12-07 05:41:00.000
7,5,42,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 05:42:00.000
7,5,43,0.151667,34.883333,0.151667,0.151667,34.883333,34.883333,2013-12-07 05:43:00.000
7,5,44,0.151667,34.883333,0.151667,0.151667,34.883333,34.883333,2013-12-07 05:44:00.000
7,5,45,0.133,30.59,0.133,0.133,30.59,30.59,2013-12-07 05:45:00.000
7,5,46,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 05:46:00.000
7,5,47,0.135333,31.126667,0.135333,0.135333,31.126667,31.126667,2013-12-07 05:47:00.000
7,5,48,0.162167,37.298333,0.162167,0.162167,37.298333,37.298333,2013-12-07 05:48:00.000
7,5,49,0.1365,31.395,0.1365,0.1365,31.395,31.395,2013-12-07 05:49:00.000
7,5,50,0.123667,28.443333,0.123667,0.123667,28.443333,28.443333,2013-12-07 05:50:00.000
7,5,51,0.149333,34.346667,0.149333,0.149333,34.346667,34.346667,2013-12-07 05:51:00.000
7,5,52,0.137667,31.663333,0.137667,0.137667,31.663333,31.663333,2013-12-07 05:52:00.000
7,5,53,0.119,27.37,0.119,0.119,27.37,27.37,2013-12-07 05:53:00.000
7,5,54,0.134167,30.858333,0.134167,0.134167,30.858333,30.858333,2013-12-07 05:54:00.000
7,5,55,0.112,25.76,0.112,0.112,25.76,25.76,2013-12-07 05:55:00.000
7,5,56,0.077,17.71,0.077,0.077,17.71,17.71,2013-12-07 05:56:00.000
7,5,57,0.079333,18.246667,0.079333,0.079333,18.246667,18.246667,2013-12-07 05:57:00.000
7,5,58,0.071167,16.368333,0.071167,0.071167,16.368333,16.368333,2013-12-07 05:58:00.000
7,5,59,0.0805,18.515,0.0805,0.0805,18.515,18.515,2013-12-07 05:59:00.000
7,6,0,0.137667,31.663333,0.137667,0.137667,31.663333,31.663333,2013-12-07 06:00:00.000
7,6,1,0.196,45.08,0.196,0.196,45.08,45.08,2013-12-07 06:01:00.000
7,6,2,0.196,45.08,0.196,0.196,45.08,45.08,2013-12-07 06:02:00.000
7,6,3,0.204167,46.958333,0.204167,0.204167,46.958333,46.958333,2013-12-07 06:03:00.000
7,6,4,0.114333,26.296667,0.114333,0.114333,26.296667,26.296667,2013-12-07 06:04:00.000
7,6,5,0.086333,19.856667,0.086333,0.086333,19.856667,19.856667,2013-12-07 06:05:00.000
7,6,6,0.099167,22.808333,0.099167,0.099167,22.808333,22.808333,2013-12-07 06:06:00.000
7,6,7,0.106167,24.418333,0.106167,0.106167,24.418333,24.418333,2013-12-07 06:07:00.000
7,6,8,0.144667,33.273333,0.144667,0.144667,33.273333,33.273333,2013-12-07 06:08:00.000
7,6,9,0.158667,36.493333,0.158667,0.158667,36.493333,36.493333,2013-12-07 06:09:00.000
7,6,10,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 06:10:00.000
7,6,11,0.112,25.76,0.112,0.112,25.76,25.76,2013-12-07 06:11:00.000
7,6,12,0.084,19.32,0.084,0.084,19.32,19.32,2013-12-07 06:12:00.000
7,6,13,0.063,14.49,0.063,0.063,14.49,14.49,2013-12-07 06:13:00.000
7,6,14,0.084,19.32,0.084,0.084,19.32,19.32,2013-12-07 06:14:00.000
7,6,15,0.098,22.54,0.098,0.098,22.54,22.54,2013-12-07 06:15:00.000
7,6,16,0.176167,40.518333,0.176167,0.176167,40.518333,40.518333,2013-12-07 06:16:00.000
7,6,17,0.189,43.47,0.189,0.189,43.47,43.47,2013-12-07 06:17:00.000
7,6,18,0.191333,44.006667,0.191333,0.191333,44.006667,44.006667,2013-12-07 06:18:00.000
7,6,19,0.162167,37.298333,0.162167,0.162167,37.298333,37.298333,2013-12-07 06:19:00.000
7,6,20,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 06:20:00.000
7,6,21,0.106167,24.418333,0.106167,0.106167,24.418333,24.418333,2013-12-07 06:21:00.000
7,6,22,0.1015,23.345,0.1015,0.1015,23.345,23.345,2013-12-07 06:22:00.000
7,6,23,0.099167,22.808333,0.099167,0.099167,22.808333,22.808333,2013-12-07 06:23:00.000
7,6,24,0.106167,24.418333,0.106167,0.106167,24.418333,24.418333,2013-12-07 06:24:00.000
7,6,25,0.1225,28.175,0.1225,0.1225,28.175,28.175,2013-12-07 06:25:00.000
7,6,26,0.1225,28.175,0.1225,0.1225,28.175,28.175,2013-12-07 06:26:00.000
7,6,27,0.142333,32.736667,0.142333,0.142333,32.736667,32.736667,2013-12-07 06:27:00.000
7,6,28,0.112,25.76,0.112,0.112,25.76,25.76,2013-12-07 06:28:00.000
7,6,29,0.082833,19.051667,0.082833,0.082833,19.051667,19.051667,2013-12-07 06:29:00.000
7,6,30,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 06:30:00.000
7,6,31,0.110833,25.491667,0.110833,0.110833,25.491667,25.491667,2013-12-07 06:31:00.000
7,6,32,0.134167,30.858333,0.134167,0.134167,30.858333,30.858333,2013-12-07 06:32:00.000
7,6,33,0.158667,36.493333,0.158667,0.158667,36.493333,36.493333,2013-12-07 06:33:00.000
7,6,34,0.183167,42.128333,0.183167,0.183167,42.128333,42.128333,2013-12-07 06:34:00.000
7,6,35,0.173833,39.981667,0.173833,0.173833,39.981667,39.981667,2013-12-07 06:35:00.000
7,6,36,0.151667,34.883333,0.151667,0.151667,34.883333,34.883333,2013-12-07 06:36:00.000
7,6,37,0.106167,24.418333,0.106167,0.106167,24.418333,24.418333,2013-12-07 06:37:00.000
7,6,38,0.078167,17.978333,0.078167,0.078167,17.978333,17.978333,2013-12-07 06:38:00.000
7,6,39,0.0665,15.295,0.0665,0.0665,15.295,15.295,2013-12-07 06:39:00.000
7,6,40,0.0875,20.125,0.0875,0.0875,20.125,20.125,2013-12-07 06:40:00.000
7,6,41,0.126,28.98,0.126,0.126,28.98,28.98,2013-12-07 06:41:00.000
7,6,42,0.14,32.2,0.14,0.14,32.2,32.2,2013-12-07 06:42:00.000
7,6,43,0.131833,30.321667,0.131833,0.131833,30.321667,30.321667,2013-12-07 06:43:00.000
7,6,44,0.156333,35.956667,0.156333,0.156333,35.956667,35.956667,2013-12-07 06:44:00.000
7,6,45,0.152833,35.151667,0.152833,0.152833,35.151667,35.151667,2013-12-07 06:45:00.000
7,6,46,0.1505,34.615,0.1505,0.1505,34.615,34.615,2013-12-07 06:46:00.000
7,6,47,0.135333,31.126667,0.135333,0.135333,31.126667,31.126667,2013-12-07 06:47:00.000
7,6,48,0.117833,27.101667,0.117833,0.117833,27.101667,27.101667,2013-12-07 06:48:00.000
7,6,49,0.159833,36.761667,0.159833,0.159833,36.761667,36.761667,2013-12-07 06:49:00.000
7,6,50,0.151667,34.883333,0.151667,0.151667,34.883333,34.883333,2013-12-07 06:50:00.000
7,6,51,0.159833,36.761667,0.159833,0.159833,36.761667,36.761667,2013-12-07 06:51:00.000
7,6,52,0.175,40.25,0.175,0.175,40.25,40.25,2013-12-07 06:52:00.000
7,6,53,0.127167,29.248333,0.127167,0.127167,29.248333,29.248333,2013-12-07 06:53:00.000
7,6,54,0.095667,22.003333,0.095667,0.095667,22.003333,22.003333,2013-12-07 06:54:00.000
7,6,55,0.089833,20.661667,0.089833,0.089833,20.661667,20.661667,2013-12-07 06:55:00.000
7,6,56,0.064167,14.758333,0.064167,0.064167,14.758333,14.758333,2013-12-07 06:56:00.000
7,6,57,0.0735,16.905,0.0735,0.0735,16.905,16.905,2013-12-07 06:57:00.000
7,6,58,0.120167,27.638333,0.120167,0.120167,27.638333,27.638333,2013-12-07 06:58:00.000
7,6,59,0.175,40.25,0.175,0.175,40.25,40.25,2013-12-07 06:59:00.000
7,7,0,0.193667,44.543333,0.193667,0.193667,44.543333,44.543333,2013-12-07 07:00:00.000
7,7,1,0.190167,43.738333,0.190167,0.190167,43.738333,43.738333,2013-12-07 07:01:00.000
7,7,2,0.121333,27.906667,0.121333,0.121333,27.906667,27.906667,2013-12-07 07:02:00.000
7,7,3,0.100333,23.076667,0.100333,0.100333,23.076667,23.076667,2013-12-07 07:03:00.000
7,7,4,0.114333,26.296667,0.114333,0.114333,26.296667,26.296667,2013-12-07 07:04:00.000
7,7,5,0.110833,25.491667,0.110833,0.110833,25.491667,25.491667,2013-12-07 07:05:00.000
7,7,6,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 07:06:00.000
7,7,7,0.147,33.81,0.147,0.147,33.81,33.81,2013-12-07 07:07:00.000
7,7,8,0.14,32.2,0.14,0.14,32.2,32.2,2013-12-07 07:08:00.000
7,7,9,0.120167,27.638333,0.120167,0.120167,27.638333,27.638333,2013-12-07 07:09:00.000
7,7,10,0.089833,20.661667,0.089833,0.089833,20.661667,20.661667,2013-12-07 07:10:00.000
7,7,11,0.075833,17.441667,0.075833,0.075833,17.441667,17.441667,2013-12-07 07:11:00.000
7,7,12,0.105,24.15,0.105,0.105,24.15,24.15,2013-12-07 07:12:00.000
7,7,13,0.1295,29.785,0.1295,0.1295,29.785,29.785,2013-12-07 07:13:00.000
7,7,14,0.144667,33.273333,0.144667,0.144667,33.273333,33.273333,2013-12-07 07:14:00.000
7,7,15,0.156333,35.956667,0.156333,0.156333,35.956667,35.956667,2013-12-07 07:15:00.000
7,7,16,0.117833,27.101667,0.117833,0.117833,27.101667,27.101667,2013-12-07 07:16:00.000
7,7,17,0.116667,26.833333,0.116667,0.116667,26.833333,26.833333,2013-12-07 07:17:00.000
7,7,18,0.089833,20.661667,0.089833,0.089833,20.661667,20.661667,2013-12-07 07:18:00.000
7,7,19,0.1155,26.565,0.1155,0.1155,26.565,26.565,2013-12-07 07:19:00.000
7,7,20,0.130667,30.053333,0.130667,0.130667,30.053333,30.053333,2013-12-07 07:20:00.000
7,7,21,0.127167,29.248333,0.127167,0.127167,29.248333,29.248333,2013-12-07 07:21:00.000
7,7,22,0.137667,31.663333,0.137667,0.137667,31.663333,31.663333,2013-12-07 07:22:00.000
7,7,23,0.128333,29.516667,0.128333,0.128333,29.516667,29.516667,2013-12-07 07:23:00.000
7,7,24,0.1015,23.345,0.1015,0.1015,23.345,23.345,2013-12-07 07:24:00.000
7,7,25,0.120167,27.638333,0.120167,0.120167,27.638333,27.638333,2013-12-07 07:25:00.000
7,7,26,0.114333,26.296667,0.114333,0.114333,26.296667,26.296667,2013-12-07 07:26:00.000
7,7,27,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 07:27:00.000
7,7,28,0.148167,34.078333,0.148167,0.148167,34.078333,34.078333,2013-12-07 07:28:00.000
7,7,29,0.127167,29.248333,0.127167,0.127167,29.248333,29.248333,2013-12-07 07:29:00.000
7,7,30,0.107333,24.686667,0.107333,0.107333,24.686667,24.686667,2013-12-07 07:30:00.000
7,7,31,0.14,32.2,0.14,0.14,32.2,32.2,2013-12-07 07:31:00.000
7,7,32,0.14,32.2,0.14,0.14,32.2,32.2,2013-12-07 07:32:00.000
7,7,33,0.135333,31.126667,0.135333,0.135333,31.126667,31.126667,2013-12-07 07:33:00.000
7,7,34,0.131833,30.321667,0.131833,0.131833,30.321667,30.321667,2013-12-07 07:34:00.000
7,7,35,0.075833,17.441667,0.075833,0.075833,17.441667,17.441667,2013-12-07 07:35:00.000
